,Foundation,1stFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,Fence,SalePrice
864,PConc,1372,Gd,0,Ex,2,Ex,140,2008.0,Gd,7,Unf,2007,529,6,2,1372,2008,72.0,,High
865,CBlock,1002,TA,0,TA,1,TA,0,1973.0,TA,5,BLQ,1970,902,5,2,1002,1970,,MnPrv,Medium
866,PConc,1646,Gd,1,Ex,2,Gd,80,2007.0,Gd,8,Unf,2006,870,6,3,1646,2007,67.0,,High
867,CBlock,1120,Fa,0,TA,1,TA,0,1961.0,TA,4,ALQ,1961,544,5,2,1120,1961,85.0,,Low
868,Slab,1547,TA,1,Gd,2,,144,1979.0,TA,5,,1948,672,7,2,2320,1950,,,Medium
869,PConc,1062,Gd,1,Ex,2,Gd,90,1993.0,Gd,7,GLQ,1993,574,8,2,1949,1994,80.0,GdPrv,High
870,CBlock,894,TA,0,Gd,1,TA,0,1962.0,TA,5,Unf,1962,308,5,1,894,1962,60.0,,Low
871,PConc,804,Gd,0,Ex,2,Gd,77,1998.0,TA,6,GLQ,1998,523,7,2,1682,1998,70.0,,High
872,Stone,910,Gd,0,Gd,1,TA,0,1953.0,Gd,5,Unf,1953,414,5,2,910,1996,74.0,GdWo,Low
873,CBlock,1036,TA,1,Gd,1,TA,28,1949.0,Gd,5,Rec,1949,288,6,1,1268,1950,60.0,,Low
874,CBlock,676,TA,0,Ex,1,TA,0,1941.0,TA,5,Unf,1941,200,5,1,1131,1950,52.0,,Low
875,PConc,1184,Ex,1,Ex,2,Gd,364,2007.0,Gd,8,GLQ,2007,550,11,2,2610,2007,75.0,,High
876,PConc,1040,TA,0,Gd,1,TA,0,1963.0,TA,4,ALQ,1963,648,5,2,1040,1963,94.0,,Low
877,PConc,1462,Ex,1,Ex,2,Ex,0,2004.0,Gd,9,GLQ,2004,738,10,3,2224,2005,74.0,,High
878,CBlock,1155,Gd,0,TA,1,TA,0,1987.0,TA,5,ALQ,1961,576,6,2,1155,1995,88.0,MnPrv,Medium
879,CBlock,864,TA,0,Ex,1,TA,0,1978.0,Gd,5,ALQ,1978,336,6,1,864,2005,,GdWo,Low
880,PConc,1090,TA,0,Gd,1,Ex,49,2005.0,TA,5,ALQ,2005,450,5,2,1090,2006,60.0,,Medium
881,CBlock,1187,Gd,1,Ex,2,Gd,36,1990.0,Gd,7,LwQ,1990,400,7,2,1717,1991,44.0,,Medium
882,PConc,808,TA,1,Gd,2,Gd,40,1993.0,TA,6,Unf,1992,389,7,2,1593,1993,,MnPrv,Medium
883,PConc,954,TA,0,TA,1,TA,188,1997.0,Gd,4,Unf,1912,440,10,1,2230,1950,60.0,,Low
884,CBlock,892,TA,0,TA,1,TA,0,1967.0,TA,5,BLQ,1967,288,5,1,892,1967,65.0,GdWo,Low
885,PConc,1709,Gd,1,Ex,2,Ex,65,1999.0,Gd,9,GLQ,1999,506,5,2,1709,2000,50.0,,High
886,CBlock,1712,TA,0,Ex,2,TA,54,2005.0,TA,5,LwQ,1959,588,8,2,1712,2005,70.0,,Medium
887,PConc,872,TA,0,TA,1,TA,0,1955.0,TA,5,Unf,1955,300,8,1,1393,1955,59.0,,Low
888,PConc,2217,Gd,1,Ex,2,TA,207,1970.0,Gd,8,ALQ,1970,621,8,2,2217,1970,95.0,,High
889,CBlock,1505,TA,1,Ex,1,TA,0,1953.0,TA,6,BLQ,1953,505,6,2,1505,1953,128.0,,Medium
890,CBlock,672,TA,1,Ex,1,TA,0,2003.0,TA,5,Unf,1949,576,6,2,924,2006,60.0,MnPrv,Low
891,CBlock,918,TA,1,Gd,2,TA,0,1978.0,TA,6,LwQ,1978,440,7,2,1683,1978,70.0,,Medium
892,CBlock,1068,TA,0,TA,1,TA,0,1963.0,TA,6,GLQ,1963,264,6,1,1068,2003,70.0,MnPrv,Medium
893,PConc,1383,TA,1,TA,1,Gd,116,1954.0,TA,5,BLQ,1954,354,6,1,1383,1954,,GdPrv,Medium
894,Slab,1535,TA,0,TA,2,,0,1979.0,TA,5,,1979,400,8,2,1535,1979,64.0,,Low
895,CBlock,983,TA,1,TA,1,TA,50,1963.0,TA,6,BLQ,1963,483,8,2,1796,1963,71.0,,Medium
896,BrkTil,951,TA,0,Ex,1,TA,28,1936.0,TA,4,ALQ,1936,327,6,1,951,1950,50.0,,Low
897,Slab,1120,TA,0,TA,2,,0,1979.0,TA,5,,1979,528,12,2,2240,1979,64.0,,Medium
898,PConc,2364,Ex,2,Ex,2,Ex,67,2009.0,Ex,9,GLQ,2009,820,11,3,2364,2010,100.0,,High
899,CBlock,1236,TA,1,TA,1,TA,0,1961.0,TA,5,BLQ,1961,288,6,1,1236,1994,65.0,,Low
900,CBlock,858,TA,0,TA,1,TA,0,1979.0,TA,4,ALQ,1971,684,4,1,858,1971,,,Low
901,CBlock,1306,TA,0,TA,1,TA,0,1968.0,TA,5,BLQ,1957,756,5,1,1306,2000,64.0,,Medium
902,PConc,807,Gd,1,Ex,2,Gd,75,2003.0,Gd,7,Unf,2003,393,8,2,1509,2003,63.0,,Medium
903,PConc,1670,Gd,1,Ex,2,Gd,60,2006.0,Gd,7,Unf,2006,690,7,3,1670,2006,50.0,,High
904,CBlock,902,TA,0,TA,1,TA,0,1967.0,TA,5,GLQ,1967,288,6,1,902,1967,,MnPrv,Low
905,CBlock,1063,TA,0,TA,1,TA,0,1954.0,TA,5,Rec,1954,280,6,1,1063,1954,80.0,MnPrv,Low
906,PConc,1636,Gd,1,Ex,2,Gd,60,2006.0,Gd,8,GLQ,2006,865,8,3,1636,2006,116.0,,High
907,CBlock,1020,Gd,1,Gd,1,Gd,0,1936.0,Gd,7,Rec,1936,180,6,1,2057,1987,86.0,,High
908,CBlock,902,TA,0,TA,1,Gd,0,1983.0,TA,5,BLQ,1983,484,5,2,902,1983,,MnPrv,Low
909,PConc,742,Gd,1,Ex,2,Gd,24,2005.0,Gd,6,Unf,2005,390,8,2,1484,2005,149.0,,Medium
910,CBlock,1105,TA,0,TA,2,TA,0,1960.0,TA,5,Rec,1960,480,12,2,2274,1960,80.0,,Medium
911,CBlock,1268,Gd,0,TA,1,Gd,0,1978.0,TA,5,ALQ,1977,252,5,1,1268,1989,,,Medium
912,BrkTil,1015,TA,0,TA,1,TA,0,1925.0,TA,5,Rec,1925,450,6,1,1015,1950,51.0,MnPrv,Low
913,CBlock,1001,TA,0,TA,2,TA,0,1949.0,TA,5,BLQ,1949,871,8,3,2002,1950,82.0,,Medium
914,PConc,612,Gd,0,Ex,2,Gd,234,2009.0,Gd,6,GLQ,2009,528,4,2,1224,2009,30.0,,Medium
915,CBlock,546,TA,0,Fa,1,TA,0,1970.0,TA,4,Unf,1970,286,6,1,1092,1970,21.0,,Low
916,CBlock,480,TA,0,TA,0,TA,0,1958.0,TA,2,BLQ,1949,308,4,1,480,1950,50.0,,Low
917,CBlock,1229,TA,0,Ex,1,TA,0,1956.0,TA,4,ALQ,1956,284,6,1,1229,1956,,,Low
918,PConc,912,Gd,1,Ex,2,Ex,192,1991.0,Gd,7,BLQ,1991,833,8,3,2127,1991,103.0,GdPrv,High
919,CBlock,1414,TA,1,Ex,1,Gd,51,1990.0,Ex,6,ALQ,1958,601,6,2,1414,2002,87.0,,Medium
920,PConc,936,Gd,0,Ex,2,Gd,87,1994.0,Gd,6,GLQ,1994,471,7,2,1721,1994,70.0,,High
921,CBlock,1272,TA,0,Gd,2,TA,70,,TA,5,ALQ,1900,0,9,0,2200,2003,67.0,GdPrv,Medium
922,PConc,1316,Gd,1,Ex,2,Gd,0,2005.0,Gd,6,GLQ,2005,397,6,2,1316,2006,65.0,,Medium
923,PConc,1617,Gd,1,Ex,2,Gd,69,1993.0,Gd,6,LwQ,1993,533,5,2,1617,1994,50.0,,High
924,CBlock,1686,TA,1,TA,2,Gd,131,1980.0,TA,6,BLQ,1980,612,7,2,1686,1980,79.0,,High
925,PConc,1126,Ex,0,TA,2,Gd,0,1977.0,TA,5,ALQ,1977,540,6,2,1126,1977,,,Medium
926,PConc,1234,Ex,1,Ex,2,Gd,100,2003.0,Gd,8,Unf,2003,656,10,3,2374,2004,93.0,,High
927,CBlock,1098,TA,1,Gd,2,TA,43,1968.0,TA,7,BLQ,1968,486,9,2,1978,1968,,GdPrv,Medium
928,PConc,1788,Ex,1,Ex,2,Gd,151,2001.0,Gd,8,Unf,2001,522,7,2,1788,2001,,,High
929,PConc,993,Gd,1,Gd,2,Gd,0,1997.0,TA,7,Unf,1997,642,8,2,2236,1997,,,High
930,PConc,1466,Gd,0,Ex,2,Gd,18,2007.0,Gd,8,GLQ,2007,610,7,3,1466,2007,73.0,,High
931,CBlock,925,TA,0,Ex,1,TA,0,1965.0,TA,5,BLQ,1965,429,5,1,925,1965,70.0,GdWo,Low
932,PConc,1905,Ex,1,Ex,2,Ex,191,2006.0,Ex,9,Unf,2006,788,8,3,1905,2006,84.0,,High
933,PConc,1500,Gd,0,Ex,2,Gd,36,2004.0,Gd,7,GLQ,2004,570,6,2,1500,2004,63.0,,High
934,CBlock,2069,Gd,1,Ex,2,Gd,0,1960.0,TA,7,GLQ,1960,505,9,2,2069,2007,313.0,,High
935,PConc,747,TA,0,Gd,1,Fa,0,1953.0,TA,4,Unf,1926,528,5,2,747,1953,52.0,,Low
936,PConc,1200,Gd,0,Ex,2,Gd,41,2003.0,Gd,7,GLQ,2003,555,5,2,1200,2003,67.0,,Medium
937,PConc,1113,Gd,1,Ex,2,Gd,48,2005.0,Gd,7,GLQ,2005,689,8,2,1971,2005,75.0,,High
938,PConc,1391,Gd,0,Ex,2,Gd,90,2006.0,Gd,7,GLQ,2006,868,7,3,1962,2006,73.0,,High
939,CBlock,1207,TA,2,Ex,2,TA,0,1940.0,TA,7,Unf,1940,349,10,1,2403,1950,,,High
940,CBlock,1728,TA,0,TA,2,TA,0,1976.0,TA,6,Rec,1976,574,8,2,1728,1976,55.0,,Medium
941,PConc,1022,Gd,1,Ex,2,Gd,0,1999.0,Gd,7,ALQ,1999,390,8,2,2060,1999,,GdPrv,High
942,PConc,1440,TA,0,TA,2,Gd,0,,TA,4,GLQ,1977,0,8,0,1440,1977,42.0,,Medium
943,CBlock,1632,TA,0,TA,2,TA,0,1967.0,TA,5,Unf,1967,576,8,2,1632,1967,100.0,,Medium
944,CBlock,1344,Gd,1,Gd,1,TA,118,1958.0,TA,6,GLQ,1958,525,7,2,1344,1958,,,Low
945,BrkTil,1188,TA,0,TA,1,TA,0,1963.0,TA,5,LwQ,1890,456,7,2,1869,1996,98.0,MnWw,Low
946,CBlock,1144,TA,1,TA,1,TA,0,1959.0,TA,5,ALQ,1959,796,6,1,1144,1959,70.0,,Medium
947,PConc,1629,Gd,1,Ex,2,Gd,252,2002.0,Gd,8,GLQ,2002,808,9,3,1629,2003,85.0,,High
948,PConc,936,Gd,1,Ex,2,Gd,96,2002.0,Gd,7,Unf,2002,474,7,2,1776,2002,65.0,,High
949,CBlock,1381,Gd,1,TA,1,TA,0,1972.0,TA,6,ALQ,1972,676,5,2,1381,2006,78.0,,High
950,CBlock,864,Gd,0,Gd,1,TA,0,1980.0,TA,5,ALQ,1950,720,5,2,864,2002,60.0,,Low
951,CBlock,965,TA,0,Gd,1,TA,0,1979.0,TA,5,BLQ,1965,300,6,1,965,1965,60.0,MnPrv,Low
952,CBlock,768,TA,0,Gd,1,Gd,0,1974.0,TA,5,GLQ,1972,396,5,1,768,2003,60.0,MnPrv,Low
953,CBlock,1168,TA,1,Ex,2,TA,189,1969.0,TA,5,ALQ,1969,530,7,2,1968,1969,,MnPrv,Medium
954,CBlock,980,TA,0,TA,2,Gd,0,,TA,6,GLQ,1975,0,4,0,980,1975,35.0,,Low
955,CBlock,979,TA,0,TA,2,Gd,0,1946.0,TA,6,Rec,1946,492,8,2,1958,1950,82.0,,Medium
956,CBlock,561,TA,1,TA,1,Gd,0,1980.0,TA,6,ALQ,1980,462,5,2,1229,1980,24.0,GdPrv,Low
957,CBlock,1057,TA,0,TA,1,TA,0,1977.0,TA,5,Rec,1962,576,6,2,1057,1962,70.0,,Low
958,PConc,1337,Gd,0,Ex,2,Gd,39,2003.0,Gd,7,GLQ,2003,531,6,2,1337,2003,65.0,,Medium
959,PConc,696,Gd,0,Ex,2,Gd,44,1999.0,Gd,7,ALQ,1999,484,6,2,1416,1999,24.0,,Medium
960,CBlock,858,TA,0,Gd,1,TA,0,,TA,5,BLQ,1958,0,4,0,858,2008,50.0,,Low
961,CBlock,1542,TA,1,TA,2,Gd,282,1977.0,TA,6,ALQ,1977,619,11,2,2872,1995,,,High
962,CBlock,804,Gd,1,TA,2,Gd,0,1976.0,TA,6,ALQ,1976,440,7,2,1548,1976,24.0,,Medium
963,PConc,1800,Ex,0,Ex,2,Ex,136,2007.0,Gd,9,Unf,2007,702,7,2,1800,2007,122.0,,High
964,PConc,824,Gd,1,Ex,2,Gd,40,2002.0,Gd,7,GLQ,2002,510,8,2,1894,2003,80.0,,High
965,PConc,783,Gd,1,Ex,2,Gd,72,2005.0,Gd,6,Unf,2005,393,8,2,1484,2007,65.0,,Medium
966,BrkTil,976,TA,2,Ex,1,TA,70,1940.0,Gd,5,Rec,1940,256,7,1,1308,1950,130.0,,Medium
967,CBlock,1098,TA,0,TA,1,TA,0,1955.0,TA,5,ALQ,1955,260,6,1,1098,1955,,,Low
968,BrkTil,600,TA,0,Fa,1,TA,0,,TA,3,Unf,1910,0,6,0,968,1950,50.0,GdWo,Low
969,CBlock,1095,TA,0,TA,1,TA,0,1958.0,TA,6,ALQ,1958,264,6,1,1095,1958,75.0,,Medium
970,CBlock,720,TA,0,TA,1,TA,0,,TA,4,Unf,1949,0,6,0,1192,1950,60.0,,Low
971,PConc,764,Gd,0,Ex,2,Gd,27,2003.0,Gd,7,GLQ,2003,474,6,2,1626,2004,36.0,,Medium
972,CBlock,918,TA,1,TA,2,Gd,0,1979.0,TA,6,Unf,1979,264,5,1,918,1979,55.0,,Low
973,PConc,1428,Gd,0,Ex,2,Gd,120,2007.0,Gd,7,Unf,2007,480,6,2,1428,2008,95.0,,Medium
974,BrkTil,1136,Gd,0,TA,1,Gd,135,1997.0,TA,7,Unf,1910,532,8,2,2019,1993,60.0,GdPrv,Medium
975,PConc,673,Gd,0,Ex,2,Gd,50,2000.0,Gd,7,GLQ,2000,490,6,2,1382,2000,,,Medium
976,PConc,869,Fa,0,TA,1,Gd,0,,TA,4,Unf,1923,0,4,0,869,1958,51.0,,Low
977,PConc,1241,Gd,0,Ex,1,Gd,116,2007.0,Gd,7,GLQ,2006,569,4,2,1241,2007,35.0,,High
978,CBlock,894,TA,0,Ex,1,TA,0,1999.0,TA,4,LwQ,1954,400,5,2,894,1954,68.0,,Low
979,PConc,1121,TA,0,TA,1,TA,80,1963.0,TA,5,Rec,1963,480,5,2,1121,1963,80.0,MnPrv,Low
980,CBlock,999,Ex,0,Gd,1,TA,76,1961.0,Ex,7,ALQ,1961,588,6,2,999,2007,,,Medium
981,PConc,1276,Gd,1,Ex,2,Gd,0,1998.0,Gd,8,GLQ,1998,676,8,3,2612,1999,98.0,,High
982,PConc,1266,Gd,1,Ex,2,Gd,16,2007.0,Gd,7,Unf,2007,388,6,2,1266,2007,43.0,,Medium
983,PConc,1149,Gd,1,Ex,2,Gd,0,2002.0,Gd,8,Unf,2002,779,9,2,2290,2002,,,High
984,CBlock,1302,Gd,0,TA,2,,0,1977.0,TA,5,,1977,539,8,2,1734,1977,75.0,,Low
985,CBlock,1164,TA,0,TA,1,TA,48,1950.0,TA,5,ALQ,1950,240,5,1,1164,1950,68.0,,Low
986,CBlock,1001,Gd,0,Gd,1,TA,0,1950.0,TA,6,Unf,1910,255,5,1,1635,2003,59.0,,Low
987,PConc,1940,Ex,1,Ex,2,Ex,95,2010.0,Ex,9,GLQ,2009,606,8,3,1940,2010,83.0,,High
988,CBlock,1118,Gd,1,TA,2,TA,224,1976.0,TA,6,LwQ,1976,551,8,2,2030,1976,,,High
989,PConc,778,Gd,0,Ex,2,Gd,50,2006.0,Gd,7,Unf,2006,614,6,2,1576,2006,65.0,,High
990,PConc,1407,Gd,1,Ex,2,Gd,70,1997.0,Gd,8,GLQ,1997,870,7,3,2392,1998,82.0,,High
991,BrkTil,916,Gd,1,Gd,1,TA,169,1925.0,Gd,8,BLQ,1882,424,8,2,1742,1986,121.0,,Medium
992,CBlock,1020,Gd,1,Gd,2,TA,42,1964.0,TA,6,BLQ,1964,440,7,2,1851,1993,80.0,MnWw,Medium
993,PConc,750,Gd,0,Ex,2,Gd,35,2005.0,TA,6,Unf,2005,564,6,2,1500,2006,68.0,,Medium
994,PConc,1718,Ex,1,Ex,2,Ex,48,2008.0,Ex,10,GLQ,2006,786,7,3,1718,2007,96.0,,High
995,CBlock,774,TA,0,TA,1,TA,57,1946.0,TA,4,ALQ,1946,305,5,1,1230,1950,51.0,MnPrv,Low
996,CBlock,1050,TA,0,TA,1,TA,319,1961.0,TA,5,Rec,1961,368,6,1,1050,1961,,,Low
997,CBlock,1442,TA,1,TA,2,TA,0,1970.0,TA,6,Unf,1970,615,6,2,1442,1970,,,Medium
998,BrkTil,1077,TA,1,Fa,1,TA,100,1922.0,TA,3,Unf,1922,210,6,1,1077,1950,60.0,,Low
999,PConc,1208,Gd,0,Ex,2,Gd,61,2006.0,Gd,7,GLQ,2006,632,6,2,1208,2006,64.0,,High
1000,Slab,944,Fa,0,Fa,1,,0,1956.0,TA,3,,1952,528,4,2,944,1952,74.0,,Low
1001,BrkTil,691,Ex,0,Ex,1,Fa,20,1920.0,TA,5,Unf,1920,216,4,1,691,1950,60.0,,Low
1002,PConc,1574,Gd,1,Ex,2,Gd,104,2006.0,Gd,8,GLQ,2006,824,7,3,1574,2006,75.0,,High
1003,CBlock,1680,TA,0,Fa,2,TA,0,1976.0,TA,5,Unf,1976,528,8,2,1680,1976,,,Low
1004,PConc,1504,Gd,1,Ex,2,Gd,0,2005.0,Gd,7,GLQ,2005,457,7,2,1504,2006,43.0,,Medium
1005,CBlock,985,TA,0,TA,2,Gd,0,1977.0,Gd,5,GLQ,1977,328,6,1,985,1977,65.0,,Medium
1006,CBlock,1657,TA,1,Gd,2,Gd,0,1970.0,TA,6,LwQ,1970,484,7,2,1657,1970,,,Medium
1007,CBlock,546,TA,0,TA,1,TA,0,1970.0,TA,4,BLQ,1970,286,6,1,1092,1970,21.0,,Low
1008,PConc,1710,Gd,1,Ex,2,Ex,48,2004.0,Gd,7,Unf,2004,550,7,2,1710,2005,43.0,,High
1009,BrkTil,1008,TA,0,Ex,2,TA,0,,TA,5,Unf,1926,0,7,0,1522,1950,60.0,,Low
1010,CBlock,720,TA,1,TA,2,TA,0,1948.0,TA,5,Unf,1948,312,7,1,1271,1950,115.0,,Low
1011,CBlock,1664,TA,0,TA,2,,0,,TA,5,,1965,0,8,0,1664,1965,75.0,,Low
1012,PConc,900,Gd,2,TA,1,TA,0,1923.0,TA,6,Unf,1923,180,7,1,1502,1996,55.0,,Medium
1013,BrkTil,1022,TA,0,TA,1,TA,30,1956.0,TA,5,ALQ,1910,280,4,1,1022,2006,60.0,,Low
1014,CBlock,1082,TA,1,TA,1,TA,130,1948.0,TA,6,BLQ,1948,240,5,1,1082,1950,60.0,,Low
1015,PConc,810,Gd,0,Ex,2,Gd,45,2001.0,Gd,8,GLQ,2001,528,6,2,1665,2001,70.0,,High
1016,PConc,1504,Gd,1,Ex,2,Gd,66,1996.0,Gd,7,GLQ,1996,478,6,2,1504,1996,73.0,,High
1017,CBlock,1360,Gd,1,Gd,1,Gd,0,1984.0,Gd,8,GLQ,1984,565,4,2,1360,1984,,,Medium
1018,PConc,802,Gd,1,Gd,2,Gd,0,1991.0,Gd,7,Unf,1991,402,7,2,1472,1992,,,Medium
1019,PConc,1506,Gd,1,Ex,2,Gd,20,2005.0,Gd,7,GLQ,2005,440,6,2,1506,2005,43.0,,High
1020,PConc,1132,Gd,0,Ex,1,Gd,64,2005.0,TA,4,GLQ,2005,451,5,2,1132,2005,60.0,,Medium
1021,PConc,1220,Gd,0,Ex,2,Gd,54,2006.0,Gd,7,GLQ,2006,632,6,2,1220,2006,64.0,,High
1022,CBlock,912,TA,0,Gd,1,TA,0,1957.0,TA,5,LwQ,1930,160,6,1,1248,1950,52.0,,Low
1023,PConc,1504,Gd,1,Ex,2,Gd,20,2005.0,Gd,7,GLQ,2005,437,7,2,1504,2006,43.0,,High
1024,CBlock,2898,Gd,1,TA,2,Gd,72,1976.0,Gd,8,ALQ,1976,665,10,2,2898,1976,,,High
1025,CBlock,882,TA,0,TA,1,TA,0,1980.0,TA,5,LwQ,1972,461,5,2,882,1972,70.0,MnPrv,Low
1026,CBlock,1264,TA,2,TA,1,TA,0,1960.0,TA,5,Rec,1960,461,6,2,1264,1960,73.0,,Medium
1027,PConc,1646,Gd,1,Ex,2,Gd,44,2008.0,Gd,8,GLQ,2007,800,7,3,1646,2008,71.0,,High
1028,CBlock,968,TA,1,TA,1,TA,0,1941.0,TA,5,Rec,1941,240,6,1,1376,1950,79.0,,Low
1029,CBlock,672,TA,0,Gd,1,TA,28,1972.0,TA,6,BLQ,1972,264,7,1,1218,1972,21.0,,Low
1030,PConc,948,TA,0,Gd,2,TA,0,,TA,5,Unf,1916,0,10,0,1928,1995,,,Medium
1031,BrkTil,1687,TA,2,Ex,2,TA,63,1970.0,TA,7,GLQ,1920,672,12,2,3082,1970,102.0,,High
1032,PConc,1352,Gd,1,Ex,2,Gd,55,1993.0,Gd,8,GLQ,1993,796,10,3,2520,1993,,,High
1033,PConc,1654,Gd,0,Ex,2,Gd,136,2002.0,Gd,7,GLQ,2002,900,6,3,1654,2002,,,High
1034,PConc,954,Fa,1,Ex,1,Fa,0,1938.0,TA,5,Unf,1938,240,5,1,954,1950,50.0,MnPrv,Low
1035,Slab,845,TA,0,Ex,1,,0,1957.0,TA,4,,1957,290,5,1,845,1957,,,Low
1036,PConc,1620,Ex,1,Ex,2,Ex,0,2008.0,Gd,9,GLQ,2007,912,6,3,1620,2008,89.0,,High
1037,PConc,1055,Gd,1,Ex,2,Gd,45,2001.0,Gd,8,Unf,2001,905,7,2,2263,2002,,,High
1038,CBlock,798,TA,1,TA,1,TA,0,,TA,4,Unf,1970,0,6,0,1344,2008,21.0,,Low
1039,CBlock,630,TA,0,TA,1,Gd,0,1970.0,TA,4,GLQ,1970,286,3,1,630,1970,21.0,,Low
1040,CBlock,1803,TA,1,Ex,2,TA,0,1957.0,TA,5,Rec,1957,484,8,2,1803,2000,88.0,GdPrv,Medium
1041,CBlock,800,Gd,0,Gd,1,TA,40,1966.0,TA,6,GLQ,1966,484,7,2,1632,2000,,,Medium
1042,PConc,1306,Gd,1,Ex,2,Gd,63,2005.0,Gd,6,ALQ,2005,624,5,2,1306,2005,34.0,,High
1043,PConc,1532,Gd,1,Ex,2,Gd,121,1990.0,TA,7,GLQ,1990,514,10,2,2329,1990,86.0,,High
1044,PConc,2524,Gd,1,TA,2,Gd,120,1981.0,Gd,8,ALQ,1981,542,9,2,2524,1981,80.0,MnPrv,High
1045,Slab,1733,TA,1,Ex,2,,0,1955.0,TA,3,,1955,452,8,2,1733,1955,,,Medium
1046,PConc,1992,Ex,1,Ex,3,Ex,108,2005.0,Gd,9,GLQ,2005,716,11,3,2868,2006,85.0,,High
1047,PConc,990,TA,0,Ex,1,Gd,0,1996.0,TA,5,GLQ,1994,672,5,2,990,1995,57.0,,Medium
1048,Slab,1771,TA,1,TA,1,,0,1960.0,TA,5,,1960,336,9,2,1771,2006,100.0,GdPrv,Low
1049,CBlock,930,Gd,0,Ex,1,,0,1946.0,TA,4,,1946,308,6,1,930,2006,60.0,,Low
1050,PConc,1302,Gd,0,Ex,2,Gd,22,2007.0,Gd,7,Unf,2007,436,6,2,1302,2007,73.0,,Medium
1051,PConc,1316,Gd,1,Ex,2,Gd,20,2007.0,Gd,7,Unf,2007,440,6,2,1316,2007,103.0,,High
1052,CBlock,1127,TA,1,TA,1,TA,52,1964.0,TA,6,Rec,1964,540,9,2,1977,1978,100.0,GdPrv,Medium
1053,CBlock,1526,TA,1,Ex,1,TA,78,1957.0,TA,5,Rec,1957,364,7,1,1526,2002,68.0,,Medium
1054,PConc,1091,Gd,1,Ex,2,Gd,60,2002.0,Gd,8,GLQ,2002,586,7,2,1989,2002,90.0,,High
1055,CBlock,1523,TA,1,TA,2,Gd,0,1976.0,TA,6,ALQ,1976,478,7,2,1523,1976,104.0,MnPrv,Medium
1056,PConc,1364,Gd,1,Ex,2,Gd,36,2005.0,Gd,7,GLQ,2005,484,6,2,1364,2005,43.0,,Medium
1057,PConc,979,Gd,1,Ex,2,Gd,98,1994.0,Gd,7,GLQ,1994,467,7,2,1850,1994,,,High
1058,PConc,1130,Ex,1,Ex,2,Ex,102,2008.0,Ex,9,GLQ,2008,836,10,3,2184,2008,96.0,,High
1059,CBlock,1096,TA,1,TA,1,TA,0,1977.0,TA,6,Rec,1932,432,7,2,1991,1950,,,High
1060,PConc,1338,Gd,0,Ex,2,Gd,0,2001.0,Gd,8,GLQ,2001,582,6,2,1338,2001,41.0,,High
1061,CBlock,894,TA,0,TA,1,TA,20,1994.0,Fa,3,Unf,1935,1248,6,3,894,1950,120.0,,Low
1062,BrkTil,1422,TA,0,TA,2,TA,57,1945.0,TA,5,Unf,1900,560,10,2,2337,1950,85.0,,Low
1063,BrkTil,1103,Gd,1,Gd,1,TA,120,1976.0,TA,6,BLQ,1925,440,5,2,1103,1980,50.0,MnPrv,Low
1064,CBlock,1154,TA,1,Ex,1,TA,58,1966.0,TA,5,BLQ,1966,480,6,2,1154,1966,,MnPrv,Medium
1065,PConc,1306,Gd,0,Ex,2,Ex,44,1996.0,Gd,7,GLQ,1996,533,7,2,2260,1997,80.0,,High
1066,PConc,799,TA,1,Gd,2,Gd,40,1993.0,Gd,6,Unf,1993,380,7,2,1571,1994,59.0,,Medium
1067,CBlock,798,TA,0,TA,1,TA,128,1964.0,TA,6,GLQ,1964,442,7,2,1611,1964,80.0,,Medium
1068,CBlock,1291,TA,1,Gd,2,Gd,20,1973.0,TA,6,ALQ,1973,576,10,2,2521,1973,42.0,GdPrv,Medium
1069,CBlock,893,Gd,0,TA,1,TA,0,1985.0,TA,5,ALQ,1949,576,4,2,893,2003,60.0,,Low
1070,CBlock,1048,TA,0,TA,1,TA,20,1956.0,TA,5,BLQ,1956,286,6,1,1048,1956,72.0,,Low
1071,CBlock,829,TA,0,Ex,1,TA,0,1968.0,TA,6,Rec,1968,441,8,2,1556,1968,78.0,,Medium
1072,CBlock,1002,TA,1,Fa,1,Fa,0,1954.0,TA,5,Unf,1948,280,7,1,1456,1950,50.0,,Low
1073,CBlock,698,TA,0,TA,1,TA,0,1977.0,TA,6,BLQ,1977,440,6,2,1426,1977,75.0,MnPrv,Medium
1074,PConc,1240,Gd,0,Ex,2,Gd,93,2006.0,Gd,7,Unf,2006,826,5,3,1240,2006,74.0,,High
1075,CBlock,960,TA,2,TA,1,TA,0,1940.0,TA,7,BLQ,1940,240,6,1,1740,1984,75.0,,High
1076,CBlock,1096,Gd,1,Gd,2,Fa,21,1950.0,TA,5,ALQ,1936,566,7,2,1466,1989,60.0,,Medium
1077,CBlock,1096,TA,0,Ex,1,TA,32,1969.0,TA,5,BLQ,1969,299,6,1,1096,1969,,,Low
1078,PConc,848,Gd,1,Ex,1,Gd,0,2004.0,Gd,6,GLQ,2004,420,3,2,848,2004,37.0,,Medium
1079,PConc,990,TA,0,Gd,1,Gd,64,1996.0,TA,5,GLQ,1994,299,5,1,990,1994,65.0,,Low
